Título;Preço;Taxa de Condomínio;IPTU;Área;Banheiros;Vagas na Garagem;Detalhes do Imóvel;Detalhes do Condominio;CEP;Município;Bairro;Logradouro;Quartos
Vendo apartamento na Av. Rui Barbosa com 4 suítes;1100000;1984;6439;270;5 ou mais;2;Armários na cozinha, Área de serviço;Elevador, Condomínio fechado;59056300;Natal;Lagoa Nova;Avenida Rui Barbosa;4
Apto Vista Mar Ponta Negra;178000;350;0;48;1;empty;Varanda, Churrasqueira, Piscina;Piscina, Elevador;59090512;Natal;Ponta Negra;Rua Jatuarana;1
Condomínio L'ACQUA - 92m² - andar baixo - R$ 450 mil;450000;0;0;92;3;2;Piscina, Academia, Churrasqueira;Elevador, Academia, Salão de festas, Piscina, Permitido animais, Condomínio fechado, Portaria;59086005;Natal;Neópolis;Rua Lúcia Viveiros;3
Apartamento à vendaTirolNão Informada88,003 quartos;650000;0;0;88;3;2;empty;empty;59014540;Natal;Tirol;Rua Capitão Abdon Nunes;3
Apartamento para venda possui 236 metros quadrados com 3 quartos em Areia Preta - Natal -;2000000;2400;0;236;5 ou mais;4;Varanda, Churrasqueira, Área de serviço, Academia;Condomínio fechado, Portaria, Permitido animais, Elevador, Salão de festas, Academia;59014060;Natal;Areia Preta;Rua Pinto Martins;3
Oportunidade de 3 quartos no Tirol;450000;900;0;160;3;2;Churrasqueira, Piscina, Armários na cozinha;Condomínio fechado, Piscina, Salão de festas, Permitido animais, Portaria, Elevador;59014540;Natal;Tirol;Rua Capitão Abdon Nunes;3
Apartamento para venda com 56 metros quadrados com 2 quartos em Ponta Negra - Natal - RN;240000;0;0;56;2;1;Churrasqueira, Academia, Piscina;Piscina, Condomínio fechado, Elevador, Salão de festas, Academia, Portaria;59091130;Natal;Ponta Negra;Rua Joaquim Eduardo de Farias;2
Contato com;135000;240;180;60;1;1;empty;Portaria, Permitido animais, Condomínio fechado;59082110;Natal;Capim Macio;Rua Antônio Farache;2
Apartamento para venda com 60 metros quadrados com 2 quartos em Rocas - Natal - RN;250000;462;1195;60;2;1;Área de serviço, Piscina, Churrasqueira, Varanda, Armários na cozinha, Academia;Permitido animais, Salão de festas, Academia, Portaria, Elevador, Condomínio fechado, Piscina;59012140;Natal;Rocas;Rua Ferro Cardoso;2
Apartamento para venda com 102 metros quadrados com 3 quartos em Lagoa Nova - Natal - RN;910000;650;0;102;3;2;Área de serviço, Academia, Churrasqueira, Armários na cozinha, Varanda, Armários embutidos, Ar condicionado, Piscina;Permitido animais, Elevador, Academia, Portaria, Condomínio fechado, Salão de festas, Piscina;59075200;Natal;Lagoa Nova;Avenida Coronel Norton Chaves;3
Jardins de Lagoa Nova.;729000;584;419;117;3;2;Área de serviço;Elevador;59062380;Natal;Lagoa Nova;Rua Doutor Rômulo Jorge;3
Apartamento no Barro Vermelho (1230 m², 3 suítes, andar baixo, Cond. Silvério Gusmão);559999;800;3500;123;4;2;Varanda, Churrasqueira, Piscina, Área de serviço, Quarto de serviço;Portaria, Salão de festas, Condomínio fechado, Elevador, Permitido animais, Piscina;59022600;Natal;Barro Vermelho;Rua Almirante Nelson Fernandes;3
Flat na orla de Ponta Negra, localização privilegiada;220000;1075;2122;35;1;1;Mobiliado, Piscina, Ar condicionado;Condomínio fechado, Elevador, Portaria, Piscina;59090080;Natal;Ponta Negra;Rua Pedro Fonseca Filho;1
Loft para venda com 40 metros quadrados com 1 quarto em Ponta Negra - Natal - RN;300000;632;0;40;1;1;Ar condicionado, Mobiliado, Armários na cozinha;Condomínio fechado, Permitido animais, Elevador, Portaria;59090410;Natal;Ponta Negra;Rua das Algas;1
Apartamento à venda 87 m² com 3 quartos em Natal - RN;480000;0;0;87;3;2;Churrasqueira, Academia, Piscina;Condomínio fechado, Elevador, Piscina, Portaria, Permitido animais, Academia, Salão de festas;59065305;Natal;Candelária;Avenida Prudente de Morais - de 5815 ao fim - lado ímpar;3
apartamento para vender no tiro;650000;0;0;190;5 ou mais;2;empty;empty;59020450;Natal;Tirol;Rua Joaquim Fagundes;3
Issa Hazbun Residencial - Analisa recebimento de imóvel de menor valor;5000000;2500;0;480;5 ou mais;5 ou mais;Área de serviço, Academia, Churrasqueira, Piscina;Elevador, Condomínio fechado, Segurança 24h, Piscina, Academia, Salão de festas;59012300;Natal;Petrópolis;Avenida Nilo Peçanha;5 ou mais
Apartamento Residencial Pavarotti Areia Preta, Natal/RN;2900000;2420;0;236;5 ou mais;4;Mobiliado, Academia, Piscina, Varanda, Ar condicionado, Churrasqueira;Elevador, Piscina, Permitido animais, Salão de festas, Portaria, Condomínio fechado, Academia;59014060;Natal;Areia Preta;Rua Pinto Martins;3
Apartamento Noilde Ramalho Andar Alto, 3 suítes, Petrópolis;1700000;1000;0;163;5 ou mais;3;Churrasqueira, Piscina, Academia, Ar condicionado, Varanda;Academia, Salão de festas, Permitido animais, Elevador, Piscina, Condomínio fechado, Portaria;59020055;Natal;Petrópolis;Avenida Campos Sales - até 539/540;3
Apartamento 4 quartos 150 m2 Tirol;980000;950;4300;150;4;3;Ar condicionado, Academia, Churrasqueira, Piscina;Academia, Salão de festas, Permitido animais, Elevador, Piscina, Condomínio fechado, Portaria;59020120;Natal;Tirol;Rua Jundiaí;4
Apartamento  com 4 Suites, 4 Salas, 3 Vagas em Petrópolis - Natal - RN;799990;2200;4000;270;5 ou mais;3;Piscina, Ar condicionado, Churrasqueira;Condomínio fechado, Elevador, Permitido animais, Portaria, Salão de festas, Piscina;59012310;Natal;Petrópolis;Rua Cláudio Machado;4
Apartamento para venda possui 98 metros quadrados com 3 quartos em Capim Macio - Natal - R;375000;1300;1500;98;3;2;Ar condicionado, Piscina, Área de serviço, Churrasqueira, Armários na cozinha, Armários embutidos, Varanda;Condomínio fechado, Piscina, Salão de festas, Permitido animais, Portaria, Elevador;59082210;Natal;Capim Macio;Rua José Mauro de Vasconcelos;3
Apartamento mobiliado com 4 suítes disponível para venda no Edifício Firenze-  164 m² em L;1400000;900;0;164;4;3;Piscina, Varanda, Churrasqueira, Área de serviço;Piscina;59056190;Natal;Lagoa Nova;Rua Antídio de Azevedo;4
APTO 3/4 EM CAPIM MACIO;940000;1;1;141;4;2;Churrasqueira, Varanda, Piscina, Academia;Elevador, Condomínio fechado, Segurança 24h, Academia, Piscina, Salão de festas;59082200;Natal;Capim Macio;Rua Alexandre Câmara;3
Apartamento com 2 dormitórios à venda, 77 m² - Lagoa Nova - Natal/RN;220000;250;900;77;1;1;Área de serviço;empty;59054520;Natal;Lagoa Nova;Rua Almirante Tértius Rebelo;2
Belíssimo apartamento no Condomínio Viver Bem no Pitimbu em Natal /RN;185000;300;0;51;1;1;empty;empty;59067400;Natal;Pitimbu;Avenida dos Caiapós;2
Vita Residencial Club;650000;820;0;185;3;2;Piscina, Ar condicionado, Mobiliado, Armários embutidos, Área de serviço, Academia, Churrasqueira, Armários na cozinha, Varanda;Condomínio fechado, Salão de festas, Permitido animais, Elevador, Piscina, Academia, Portaria;59067400;Natal;Pitimbu;Avenida dos Caiapós;3
APARTAMENTO 4 SUÍTES NO CONDOMÍNIO CANDIDO PORTINARI - PETRÓPOLIS.;2950000;0;0;450;5 ou mais;4;Ar condicionado, Mobiliado, Academia, Churrasqueira, Piscina;Piscina, Condomínio fechado, Elevador, Permitido animais, Academia, Salão de festas;59012360;Natal;Petrópolis;Avenida Presidente Getúlio Vargas;4
Apartamento 3 Quartos para Venda em Natal, LAGOA NOVA, 3 dormitórios, 1 suíte, 2 banheiros;470000;0;0;75;2;2;Churrasqueira;empty;59056450;Natal;Lagoa Nova;Avenida Nascimento de Castro - de 1041/1042 ao fim;3
apartamento 2 quartos vende-se;295000;363;1551;60;2;empty;Área de serviço, Armários embutidos, Armários na cozinha, Ar condicionado, Varanda;Condomínio fechado, Elevador, Portaria, Permitido animais, Piscina, Salão de festas;59090515;Natal;Ponta Negra;Rua do Golfinho;2
Apartamento 2/4 , varanda, 1 vaga, condominio Residencial Vita, financia;199000;320;1200;49;1;1;Área de serviço, Armários na cozinha, Ar condicionado, Varanda, Piscina;Condomínio fechado, Elevador, Segurança 24h, Portaria, Permitido animais, Academia, Piscina, Salão de festas;59067440;Natal;Pitimbu;Rua Uirapuru;2
Apartamento para venda Solar Nabor Maia com 55m²  2/4 em Tirol - Natal - RN;295700;425;0;55;2;1;Piscina, Churrasqueira, Varanda, Área de serviço;Piscina, Elevador, Permitido animais, Salão de festas, Portaria, Condomínio fechado;59022020;Natal;Tirol;Avenida Governador Juvenal Lamartine;2
Apartamento para Venda em Natal, BARRO VERMELHO, 4 dormitórios, 4 suítes, 3 vagas;700000;2000;0;243;4;3;empty;empty;59022640;Natal;Barro Vermelho;Rua Desembargador Montenegro;4
Apartamento para Venda em Natal, Lagoa Nova, 3 dormitórios, 3 suítes, 5 banheiros, 2 vagas;781349;850;3900;114;5 ou mais;2;Churrasqueira, Piscina;Elevador, Piscina;59075760;Natal;Lagoa Nova;Rua Padre João Damasceno;3
VENDO APARTAMENTO 03 QUARTOS, ED. FLAMINGO, TIROL.;210000;875;0;85;2;1;empty;empty;59014540;Natal;Tirol;Rua Capitão Abdon Nunes;3
Apartamento para venda Villagio Veritá, 55m², com 2 quartos em Cidade Satélite - Natal - R;105000;225;0;55;1;1;Churrasqueira, Área de serviço;Salão de festas;59067400;Natal;Pitimbu;Avenida dos Caiapós;2
Apartamento à venda em Candelária (Natal/RN) | Residencial Golden Green 123m²;650000;550;2889;123;4;2;Piscina, Varanda, Churrasqueira, Academia;Academia, Piscina, Salão de festas, Portaria, Permitido animais;59064500;Natal;Candelária;Rua Jaguarari - de 2533/2534 ao fim;3
Vendo Flat em Ponta Negra - Negocie direto com o Proprietário;180000;530;1500;43;1;1;Armários embutidos, Armários na cozinha, Mobiliado, Ar condicionado, Churrasqueira, Varanda, Piscina;Condomínio fechado, Elevador, Segurança 24h, Portaria, Permitido animais, Piscina;59090370;Natal;Ponta Negra;Rua da Pescada;1
Excelente Apartamento 3/4 em Lagoa Nova (melhor localização);470000;850;2500;94;3;2;Área de serviço, Armários embutidos, Armários na cozinha, Mobiliado, Varanda, Piscina, Ar condicionado;Elevador, Segurança 24h, Portaria, Permitido animais, Piscina, Salão de festas, Condomínio fechado;59075070;Natal;Lagoa Nova;Rua Marize Bastier - de 259/260 ao fim;3
NATAL - Apartamento Padrão - Candelária;530000;550;2624;98;3;2;empty;empty;59063350;Natal;Lagoa Nova;Avenida Amintas Barros - de 2596 a 3192 - lado par;3
Apartamento 2 quartos com suíte no Imperial Villa Park;290000;340;0;59;2;1;Piscina, Varanda, Academia, Churrasqueira, Ar condicionado;Salão de festas, Portaria, Elevador, Academia, Piscina, Condomínio fechado, Permitido animais;59091250;Natal;Ponta Negra;Rua Desportista Jeremias Pinheiro da Câmara Filho;2
Apartamento para venda possui 206 metros quadrados com 3 quartos em Petrópolis - Natal - R;1300000;2000;6500;206;5 ou mais;4;Varanda, Churrasqueira, Área de serviço, Academia, Armários na cozinha, Piscina;Academia, Piscina, Condomínio fechado, Elevador;59012570;Natal;Petrópolis;Rua General Gustavo Cordeiro de Faria;3
Flat 2 quartos mobiliado a 300 metros da praia de ponta negra à venda, Ponta Negra, Natal,;250000;630;118;50;1;1;Mobiliado, Ar condicionado, Piscina;Piscina, Salão de festas;59094100;Natal;Ponta Negra;Avenida Praia de Ponta Negra - de 8771/8772 a 9019/9020;2
Apartamento à venda, Neópolis, Natal, RN;435000;513;225;92;3;2;Churrasqueira, Piscina;Salão de festas, Piscina;59086005;Natal;Neópolis;Rua Lúcia Viveiros;3
Apartamento com 3 SUÍTES + escrotório à venda, 165 m² por R$ 1.680.000 - Tirol - Natal/RN;1680000;1750;0;165;5 ou mais;3;Varanda, Área de serviço, Ar condicionado, Piscina, Churrasqueira;Piscina, Elevador;59015090;Natal;Tirol;Rua Henri Koster;3
APARTAMENTO PADRÃO NATAL CANDELÁRIA;170000;600;1044;70;2;1;empty;Segurança 24h;59064570;Natal;Candelária;Rua Ataulfo Alves;2
Apartamento 4 Quartos para Venda em Natal, Capim Macio, 4 dormitórios, 2 suítes, 4 banheir;799000;500;0;120;4;2;Churrasqueira, Piscina;Piscina;59082000;Natal;Capim Macio;Rua Ismael Pereira da Silva;4
Vendo Apartamento 03 quartos em Lagoa Nova;480000;0;0;87;3;2;Academia, Piscina;Academia, Piscina, Portaria, Salão de festas, Condomínio fechado;59064330;Natal;Candelária;Rua Anísio de Souza;3
Apartamento com 03 quartos em Lagoa Nova;270000;0;0;108;3;2;empty;empty;59063400;Natal;Lagoa Nova;Avenida Capitão-mor Gouveia - de 3333 a 4479 - lado ímpar;3
Apartamento para venda com 312 metros quadrados com 4 SUÍTES  em Tirol - Natal - RN;1200000;2500;6000;312;5 ou mais;3;Piscina, Churrasqueira;Permitido animais, Salão de festas, Piscina;59020120;Natal;Tirol;Rua Jundiaí;4
Apartamento de 190 m2 - 4 quartos - 3 suítes - Tirol - M M Costa Residencial -Oportunidade;495000;850;empty;190;4;2;Área de serviço, Armários embutidos, Quarto de serviço;Condomínio fechado, Elevador, Segurança 24h, Portaria, Permitido animais, Salão de festas;59020120;Natal;Tirol;Rua Jundiaí;3
Obras Aceleradas Torre Coral Terramaris Lançamento em Ponta Negra / 79 metros com 3 quarto;559990;450;2500;79;3;2;Piscina, Churrasqueira, Área de serviço, Academia, Quarto de serviço, Varanda;Academia, Salão de festas, Permitido animais, Elevador, Piscina, Condomínio fechado, Portaria;59092500;Natal;Ponta Negra;Avenida Deputado Antônio Florêncio de Queiroz;3
Disponível para venda  Condomínio Residencial Tirol Concetto;1320000;0;0;140;4;3;empty;empty;59015110;Natal;Tirol;Rua Desembargador Hemetério Fernandes;3
Apartamento para venda tem 108 metros quadrados com 3 quartos em Tirol - Natal - RN;628834;800;0;108;4;2;Piscina, Varanda, Academia, Churrasqueira;Piscina, Salão de festas, Elevador, Academia, Condomínio fechado;59020450;Natal;Tirol;Rua Joaquim Fagundes;3
Condomínio Residencial Ludwing Van Beethoven;750000;1800;10893;230;5 ou mais;3;Piscina, Churrasqueira, Ar condicionado;Portaria, Permitido animais, Piscina, Elevador, Salão de festas, Condomínio fechado;59015290;Natal;Tirol;Avenida Rui Barbosa;4
Apto com 3 Quartos, sendo 1 suíte à venda por R$ 300.000 - Candelária - Natal/RN;300000;1140;0;160;4;2;Piscina, Churrasqueira;Elevador, Piscina, Segurança 24h;59065780;Natal;Candelária;Avenida Governador Tarcísio de Vasconcelos Maia - até 1511/1512;3
Apartamento com 3 dormitórios à venda por R$ 250.000,00 - Candelária - Natal/RN;250000;420;1090;101;3;1;Área de serviço;Condomínio fechado;59064740;Natal;Candelária;Alameda das Mansões;3
Buscando apartamento com excelente localização a poucos metros da praia Ponta Negra?!;279000;500;2000;52;2;1;Piscina, Churrasqueira, Mobiliado, Academia, Ar condicionado;Salão de festas, Academia, Elevador, Permitido animais, Portaria, Condomínio fechado, Piscina;59090500;Natal;Ponta Negra;Rua da Lagosta;2
Oferta - Valor de Custo - Duo Capim Macio - espetacular;820000;0;0;137;3;2;Piscina, Área de serviço, Academia, Churrasqueira, Varanda, Quarto de serviço;Condomínio fechado, Salão de festas, Elevador, Permitido animais, Academia, Portaria, Piscina;59078600;Natal;Capim Macio;Avenida Engenheiro Roberto Freire - de 455 a 945 - lado ímpar;3
Incrível apartamento com 3 quartos em um dos pontos mais centrais de Natal.;230000;300;1700;90;2;2;Churrasqueira, Área de serviço, Varanda, Ar condicionado;Condomínio fechado;59075740;Natal;Lagoa Nova;Avenida Miguel Castro;3
Apto em Lagoa Nova 143 metros quadrados com 4 quartos;595000;1100;4615;143;3;3;Piscina, Ar condicionado;Portaria, Piscina, Salão de festas, Condomínio fechado, Permitido animais, Elevador;59064364;Natal;Lagoa Nova;Rua Anísio de Souza;4
Praia do Meio - Apartamento para venda com 75m² com 2/4 sendo 1 suíte + dep. completa.;162000;400;1250;75;1;1;empty;Permitido animais, Condomínio fechado;59010070;Natal;Praia do Meio;Rua Feliciano Dias;2
Apartamento 03 dormitorios Neopolis Natal RN;140000;0;0;62;2;1;Área de serviço;Permitido animais, Salão de festas, Condomínio fechado;59088100;Natal;Neópolis;Avenida Ayrton Senna - de 1828 a 2174 - lado par;3
Vende-se excelente apartamento no Estrela do Atlântico;449000;325;0;58;2;1;empty;empty;59092500;Natal;Ponta Negra;Avenida Deputado Antônio Florêncio de Queiroz;2
Residencial Porto Arena, Candelária , 96m²,  3 quartos  Candelária - Natal - RN;670000;668;0;96;3;2;Churrasqueira, Piscina, Academia, Ar condicionado;Permitido animais, Condomínio fechado, Elevador, Piscina, Academia, Salão de festas, Portaria;59064740;Natal;Candelária;Alameda das Mansões;3
Apartamento em Petrópolis.;370000;1075;4000;170;3;1;Área de serviço;Salão de festas, Elevador;59020090;Natal;Tirol;Rua Mossoró - lado par;3
Residencial VISTAMAR, apartamento à venda, 3 quartos, 1 suíte, 2 vagas, Capim Macio - Nata;1302857;0;0;156;4;3;Piscina, Churrasqueira, Varanda, Academia, Área de serviço;Salão de festas, Segurança 24h, Academia, Elevador, Piscina;59082100;Natal;Capim Macio;Rua Neuza Farache;3
Apartamento para venda tem 104 metros quadrados e 3 quartos em Petrópolis - Natal - RN.;570000;600;1000;98;3;3;Churrasqueira, Piscina, Varanda, Academia;Segurança 24h, Piscina, Elevador, Academia, Salão de festas, Condomínio fechado;59020150;Natal;Petrópolis;Rua Trairi - até 759/760;3
Apartamento para Venda em Natal, Capim Macio, 4 dormitórios, 2 suítes, 2 banheiros, 2 vaga;882000;0;0;163;2;2;Piscina;Piscina;59082090;Natal;Capim Macio;Rua Valter Fernandes;4
Apartamento para venda possui 119 metros quadrados com 3 quartos em Lagoa Nova - Natal - R;520000;1150;0;119;4;2;Churrasqueira, Piscina, Academia;Salão de festas, Condomínio fechado, Portaria, Elevador, Permitido animais, Piscina, Academia;59056215;Natal;Lagoa Nova;Avenida Amintas Barros - de 3193 a 3831 - lado ímpar;3
Apartamento para venda tem 96 metros quadrados com 3 quartos em Lagoa Seca - Natal - RN;410000;824;2820;96;3;2;Churrasqueira, Academia, Piscina, Área de serviço;Academia, Condomínio fechado, Portaria, Permitido animais, Piscina, Elevador, Salão de festas;59022280;Natal;Lagoa Seca;empty;3
Apartamento para venda possui 85 m² com 2 qtos em Nova Descoberta - Natal - RN;385000;640;0;85;2;2;Ar condicionado, Churrasqueira, Piscina;Portaria, Salão de festas, Piscina, Permitido animais, Elevador, Condomínio fechado;59075340;Natal;Nova Descoberta;Rua Desembargador Sinval Moreira Dias - de 1/2 ao fim;2
Apartamento com 245 m² e 4 suítes + escritório no bairro de Tirol;900000;2200;453;248;5 ou mais;3;Área de serviço, Piscina, Mobiliado, Ar condicionado, Churrasqueira;Condomínio fechado, Salão de festas, Piscina, Elevador;59015430;Natal;Tirol;Avenida Xavier da Silveira;4
Apartamento para venda com 283 metros quadrados com 3 quartos em Capim Macio - Natal - RN;870000;1200;4538;283;5 ou mais;2;Varanda, Área de serviço, Armários embutidos, Piscina, Churrasqueira, Armários na cozinha, Ar condicionado;Portaria, Salão de festas, Piscina, Elevador, Condomínio fechado;59082180;Natal;Capim Macio;Rua Professora Dirce Coutinho;3
